---config@码表分类=主码-5
---config@码表别名=系統詞庫
---config@允许编辑=是

#基础词库
愛護	ah#序30000
城關	iggr#序30000
恩人	enr#序30000
搶建	qljm#序30000
想想	xlxl#序30000
牆腳	qljn#序30000
普京	pujk#序30000
黔驢技窮	qljq#序30000
炸魚	vayu#序30000
欠妥	qmto#序30000
起落架	qljx#序30000
排除萬難	piwn#序30000
高人	gcr#序30000
山光水色	ugus#序30000
生水	uguv#序30000
聖水	uguv#序30000
生手	uguz#序30000
生疏	uguu#序30000
格魯吉亞	gljy#序30000
消沉	xnif#序30000
小腸	xnih#序30000
漏洞百出	ldbi#序30000
粗粗	cucu#序30000
巴爾扎克	bevk#序30000
電碼	dmma#序30000
疆場	jlih#序30000
崚嶒	lgcg#序30000
積勞成疾	jlij#序30000
球門	qqmf#序30000
千歲	qmsv#序30000
遜志時敏	xvum#序30000
檳榔	bklh#序30000
長眠	ihmm#序30000
長矛	ihmc#序30000
雙臂	ulbi#序30000
丙綸	bkly#序30000
蝤蛑	qqmz#序30000
不矜不伐	bqbf#序30000
虛與委蛇	xywu#序30000
羞與為伍	xyww#序30000
來襲	ldxi#序30000
觸景生情	ijuq#序30000
發端	fadr#序30000
專長	vrih#序30000
歷史觀	lugr#序30000
轉車	vrie#序30000
詬詈	gzli#序30000
談天說地	ttud#序30000
棉田	mmtm#序30000
得意洋洋	dyyy#序30000
建軍	jmjy#序30000
蒹葭	jmjx#序30000
哨卡	ucqx#序30000
舊病復發	jbff#序30000
信手拈來	xunl#序30000
罰單	fadj#序30000
健將	jmjl#序30000
謹防	jbfh#序30000
低沉	diif#序30000
殲擊	jmji#序30000
麥穗	mdsv#序30000
各科	geke#序30000
法典	fadm#序30000
低產	diij#序30000
開灤	kdlr#序30000
抵償	diih#序30000
誘騙	yzpm#序30000
秦鏡高懸	qjgx#序30000
優派	yzpd#序30000
說來	uold#序30000
人行道	rxd#序30000
避孕藥	byyc#序30000
敬老慈幼	jlcy#序30000
不易一字	byyz#序30000
保育員	byyr#序30000
電子學	dzxt#序30000
創下	ilxx#序30000
日落西山	rlxu#序30000
中美	vsmw#序30000
之死靡它	vsmt#序30000
請罪	qkzv#序30000
單衣	djyi#序30000
朝三暮四	vsms#序30000
黑黴	hwmw#序30000
指桑罵槐	vsmh#序30000
倒掛	dcgx#序30000
階級鬥爭	jjdv#序30000
但又	djyz#序30000
大轟大嗡	dhdw#序30000
乍得	vade#序30000
江郎才盡	jlcj#序30000
吵嘴	iczv#序30000
城裡人	ilrf#序30000
櫛風沐雨	vfmy#序30000
乘數	iguu#序30000
活化石	hhui#序30000
道光	dcgl#序30000
結紮	jpva#序30000
青藏	qkzh#序30000
結賬	jpvh#序30000
食客	uike#序30000
殫精竭慮	djjl#序30000
將才	jlcd#序30000
人情味	rqw#序30000
物資局	wzju#序30000
等量齊觀	dlqg#序30000
範文	fjwf#序30000
城防	igfh#序30000
成方	igfh#序30000
乘方	igfh#序30000
機械手	jxuz#序30000
退場	tvih#序30000
加沙	jxua#序30000
退出	tviu#序30000
班房	bjfh#序30000
錦繡山河荒山野地	jxud#序30000
江西省	jxug#序30000
風掃落葉	fsly#序30000
征程	vgig#序30000
邢臺	xktd#序30000
星體	xkti#序30000
掙揣	vgik#序30000
應考	ykkc#序30000
凌駕	lkjx#序30000
領獎	lkjl#序30000
耳福	erfu#序30000
里長	liih#序30000
聲勢浩大	uuhd#序30000
撥叫	bojn#序30000
對講機	djji#序30000
飽經風霜	bjfu#序30000
粉身碎骨	fusg#序30000
所長	sovh#序30000
水深火熱	uuhr#序30000
朝向	icxl#序30000
書後	uuhz#序30000
既要	jiyc#序30000
立春	liiy#序30000
工作臺	gztd#序30000
腌臢	aaza#序30000
犯病	fjbk#序30000
雨花石	yhui#序30000
央視	yhui#序30000
副食品	fupb#序30000
鋪張	puvh#序30000
惡衣惡食	wyey#序30000
聞風而動	wfed#序30000
淡季	djji#序30000
管材	grcd#序30000
禮金	lijb#序30000
賽迪	sddi#序30000
蔓菁	mjjk#序30000
消退	xntv#序30000
鐵拳	tpqr#序30000
生薑	ugjl#序30000
省界	ugjp#序30000
粘合	nmhe#序30000
時過境遷	ugjq#序30000
事過境遷	ugjq#序30000
碰面	pgmm#序30000
盛舉	ugju#序30000
高山深澗懸崖峭壁	guub#序30000
自找麻煩	zvmf#序30000
鼠肚雞腸	udji#序30000
藍屏	ljpk#序30000
選出	xriu#序30000
賽揚	sdy#序30000
殺雞取卵	ujql#序30000
鱗片	lbp#序30000
碟機	dpji#序30000
扇區	ujqu#序30000
金榜題名	jbtm#序30000
針頭線腦	vtxn#序30000
更大	ggda#序30000
俯仰之間	fyvj#序30000
排行	pdhh#序30000
登封	dgfg#序30000
等分	dgff#序30000
彭德懷	pdhk#序30000
受聘	uzpb#序30000
百老匯	blhv#序30000
英格蘭	ygl#序30000
磨杵成針	miiv#序30000
精神煥發	juhf#序30000
高高興興	ggxx#序30000
聚合	juhe#序30000
契闊	qiko#序30000
分房	fffh#序30000
腌臢	yjza#序30000
薩特	sate#序30000
難上加難	nujn#序30000
罪案	zvan#序30000
墾荒	kfhl#序30000
但求無過	dqwg#序30000
光風霽月	gfjy#序30000
馬德里	mdli#序30000
說過	uogo#序30000
丟卒保車	dzbj#序30000
溼漉漉	ullu#序30000
謙讓	qmrh#序30000
各項	gexl#序30000
工作隊	gzdv#序30000
阿爾卑斯	eebs#序30000
瀟湘	xnxl#序30000
近水樓臺	jult#序30000
寶雞	bcji#序30000
小弟弟	xddi#序30000
保薦	bcjm#序30000
重操舊業	icjy#序30000
漸入佳境	jrjj#序30000
報界	bcjp#序30000
借殼	jpke#序30000
捷克	jpke#序30000
崔巍	cvww#序30000
指法	vifa#序30000
青島	qkdc#序30000
無堅不摧	wjbc#序30000
返青	fjqk#序30000
溫家寶	wjbc#序30000
色拉油	slyz#序30000
虎頭蛇尾	htuw#序30000
鐵棍	tpgy#序30000
坐坐	zozo#序30000
信口開河	xkkh#序30000
物極必反	wjbf#序30000
完完全全	wwqq#序30000
彎彎曲曲	wwqq#序30000
反比	fjbi#序30000
委曲	wwqu#序30000
來者不拒	lvbj#序30000
盡人皆知	jrjv#序30000
對路	dvlu#序30000
矢口否認	ukfr#序30000
尼古丁	ngdk#序30000
剛巧	ghqn#序30000
鋼槍	ghql#序30000
否決權	fjqr#序30000
能動	ngds#序30000
植物油	vwyz#序30000
過低	godi#序30000
編年體	bnti#序30000
深透	uftz#序30000
惡衣惡食	eyes#序30000
民憤	mbff#序30000
胎盤	tdpj#序30000
惡衣惡食	eyey#序30000
國庫券	gkqr#序30000
散兵遊勇	sbyy#序30000
納稅人	nur#序30000
傾向性	qxxk#序30000
色彩斑斕	scbl#序30000
裂紋	lpwf#序30000
自欺欺人	zqqr#序30000
可按	kean#序30000
冰魂雪魄	bhxp#序30000
兒女情長	enqi#序30000
皓首窮經	huqj#序30000
戰況	vjkl#序30000
海陸空	hlks#序30000
情同手足	qtuz#序30000
黎族	lizu#序30000
業界	yejp#序30000
財政廳	cvtk#序30000
水閘	uvva#序30000
乾電池	gdii#序30000
秦朝	qbic#序30000
合格率	hglv#序30000
憤青	ffqk#序30000
認認真真	rrvv#序30000
列為	lpww#序30000
鬆口	sskz#序30000
凌辱	lkru#序30000
故地重遊	gdiy#序30000
新鮮事	xxui#序30000
巧手	qnuz#序30000
護膚品	hfpb#序30000
最新	zvxb#序30000
鬆開	sskd#序30000
修道院	xdyr#序30000
信貸員	xdyr#序30000
揮拳	hvqr#序30000
騁騖	igwu#序30000
會前	hvqm#序30000
播送	boss#序30000
首款	uzkr#序30000
受控	uzks#序30000
定級	dkji#序30000
壽終正寢	uvvq#序30000
總有	zsy#序30000
困難戶	knhu#序30000
波斯	bosi#序30000
定睛	dkjk#序30000
鞭長莫及	bimj#序30000
水珠	uvvu#序30000
消融	xnrs#序30000
倒騰	dctg#序30000
倒臺	dctd#序30000
播撒	bosa#序30000
曲譜	qupu#序30000
劇變	jubm#序30000
完好無損	whws#序30000
聚變	jubm#序30000
甲等	jxdg#序30000
慎終追遠	uvvy#序30000
匠人	jlrf#序30000
家丁	jxdk#序30000
精神百倍	jubb#序30000
以偏概全	ypgq#序30000
匠心獨運	jxdy#序30000
潮水	icuv#序30000
拒捕	jubu#序30000
拒不	jubu#序30000
淅瀝	xili#序30000
冷遇	lgyu#序30000
壯志凌雲	vvly#序30000
科威特	kwt#序30000
礦物質	kwv#序30000
預購	yugz#序30000
閉門羹	bmgg#序30000
春雨如油	iyry#序30000
伏案	fuan#序30000
握別	wobp#序30000
溫熱	wfre#序30000
不惡而嚴	beey#序30000
說客	uvke#序30000
信號彈	xhdj#序30000
老天	lctm#序30000
磐石之固	puvg#序30000
藝術館	yugr#序30000
挪威	noww#序30000
十年樹木	unum#序30000
公論	gsly#序30000
輕如鴻毛	qrhm#序30000
多行	dohh#序30000
奪回	dohv#序30000
份量	ffll#序30000
寄人籬下	jrlx#序30000
萬噸	wjdy#序30000
是是非非	uuff#序30000
進水	jbuv#序30000
船長	irvh#序30000
流入	lqr#序30000
亡戟得矛	wjdm#序30000
苦口婆心	kkpx#序30000
完蛋	wjdj#序30000
留給	lqg#序30000
一馬平川	ympi#序30000
浴缸	yugh#序30000
晚稻	wjdc#序30000
前茅	qmmc#序30000
武斷	wudr#序30000
法書	fauu#序30000
光頭	glt#序30000
攻略	gslt#序30000
仟眠	qmmm#序30000
芊綿	qmmm#序30000
于歸	yugv#序30000
薩拉熱窩	slrw#序30000
烤肉	kcrz#序30000
忉怛	dcda#序30000
邪氣	xpqi#序30000
盡力而為	jlew#序30000
磕磕碰碰	kkpp#序30000
康寧	khnk#序30000
萬事大吉	wudj#序30000
制度化	vdhx#序30000
高朋滿座	gpmz#序30000
長存	ihcy#序30000
青松	qkss#序30000
誤點	wudm#序30000
青絲	qksi#序30000
漢化	hjhx#序30000
敗者	bdve#序30000
摳搜	kzsz#序30000
閤家歡	hjhr#序30000
玉女	yunv#序30000
淤泥	yuni#序30000
薄利	boli#序30000
蓄洪	xuhs#序30000
菠蘿	bolo#序30000
剝落	bolo#序30000
輕工	qkgs#序30000
虛汗	xuhj#序30000
善氣迎人	uqyr#序30000
模擬器	mnqi#序30000
跳傘	tnsj#序30000
天女散花	tnsh#序30000
追捧	vvp#序30000
納西	naxi#序30000
西經	xijk#序30000
清代	qkdd#序30000
青海省	qhug#序30000
蹊徑	xijk#序30000
浸入	jbru#序30000
盡如	jbru#序30000
露天礦	ltkl#序30000
表裡不一	blby#序30000
國花	gohx#序30000
搖籃曲	ylqu#序30000
一落千丈	ylqv#序30000
特指	tevi#序30000
間不容髮	jbrf#序30000
賣給	mdgw#序30000
人強馬壯	rqmv#序30000
發貨	faho#序30000
折價	vejx#序30000
約旦	ytdj#序30000
萬事	wjui#序30000
微機室	wjui#序30000
萬家生佛	wjuf#序30000
蜈蚣	wugs#序30000
永中	ysvs#序30000
回絕	hvjt#序30000
貨真價實	hvju#序30000
會聚	hvju#序30000
消火栓	xhur#序30000
搖頭擺尾	ytbw#序30000
完稅	wjuv#序30000
回家	hvjx#序30000
年曆	nmli#序30000
日內瓦	rnw#序30000
鐵門	tpmf#序30000
鐵錨	tpmc#序30000
武官	wugr#序30000
有機可乘	yjki#序30000
分給	ffji#序30000
粉劑	ffji#序30000
峨嵋	eemw#序30000
汙衊	wump#序30000
噩夢	eemg#序30000
寤寐	wumw#序30000
鵝毛	eemc#序30000
藥丸	ycwj#序30000
起義軍	qyjy#序30000
彌留	milq#序30000
遙望	ycwh#序30000
喜滋滋	xzzi#序30000
因人制宜	yrvy#序30000
引人注意	yrvy#序30000
糜爛	milj#序30000
米蘭	milj#序30000
米粒	mili#序30000
技擊	jiji#序30000
原址	yrvi#序30000
套印	tcyb#序30000
原職	yrvi#序30000
機警	jijk#序30000
洗錢	xiqm#序30000
園長	yrvh#序30000
爆炒	bcic#序30000
圓桌	yrvo#序30000
過火	goho#序30000
激進	jijb#序30000
饑饉	jijb#序30000
漁人之利	yrvl#序30000
海難	hdnj#序30000
集聚	jiju#序30000
磐石	pjui#序30000
剞劂	jijt#序30000
女中音	nvyb#序30000
男中音	nvyb#序30000
國貨	goho#序30000
一刻	yike#序30000
一塊	yikk#序30000
煙筒	yjts#序30000
超薄	icb#序30000
菸頭	yjtz#序30000
俄國	eego#序30000
第二	die#序30000
左提右挈	zdyq#序30000
心電圖	xdtu#序30000
迷津	mijb#序30000
總動員	zdyr#序30000
雙喜臨門	uxlm#序30000
再也	zdye#序30000
攻城略地	gild#序30000
赤心相待	ixxd#序30000
攻城掠地	gild#序30000
公共場所	ggis#序30000
奮發蹈厲	ffdl#序30000
植物學	vwxt#序30000
政區	vgqu#序30000
儲藏室	icui#序30000
脫險	toxm#序30000
密件	mijm#序30000
高通	gcts#序30000
熱電廠	rdih#序30000
排壇	pdtj#序30000
挖出	waiu#序30000
購價	gzjx#序30000
飄灑	pnsa#序30000
射殺	ueua#序30000
華裔	hxyi#序30000
惡棍	eegy#序30000
攝氏	ueui#序30000
華陰	hxyb#序30000
列兵	lpbk#序30000
華語	hxyu#序30000
化學家	hxjx#序30000
花甲	hxjx#序30000
沆瀣一氣	hxyq#序30000
華軍	hxjy#序30000
國航	gohh#序30000
人腦	rfnc#序30000
含笑九泉	hxjq#序30000
生理學	ulx#序30000
花季	hxji#序30000
比試	biui#序30000
米酒	mijq#序30000
花劍	hxjm#序30000
礦坑	klkg#序30000
各業	geye#序30000
喜迎	xiyk#序30000
撥號	bohc#序30000
秋風送爽	qfsu#序30000
米價	mijx#序30000
千夫所指	qfsv#序30000
辭典	cidm#序30000
各項	gex#序30000
阻截	zujp#序30000
徹夜	iey#序30000
組件	zujm#序30000
一瞬	yiuy#序30000
申請書	uquu#序30000
虛歲	xusv#序30000
趨之若鶩	qvrw#序30000
坐井觀天	zjgt#序30000
星期一	xqyi#序30000
遺書	yiuu#序30000
快要	kky#序30000
必讀	bidu#序30000
殿堂	dmth#序30000
快慰	kkw#序30000
筆端	bidr#序30000
快慢	kkm#序30000
車庫	iek#序30000
快捷	kkj#序30000
所見	sojm#序30000
傳人	irrf#序30000
快報	kkb#序30000
惡語	eeyu#序30000
白熾燈	bidg#序30000
恩恩怨怨	eeyy#序30000
茶色	iase#序30000
惝恍	ihhl#序30000
珍本	vfbf#序30000
撼動	hjds#序30000
鳥瞰	nnk#序30000
刁鑽	dnzr#序30000
函大	hjda#序30000
鳥兒	nne#序30000
邯鄲	hjdj#序30000
菡萏	hjdj#序30000
預熱	yure#序30000
拆解	idxp#序30000
棋類	qilw#序30000
吉隆	jils#序30000
證監會	vjh#序30000
三昧	sjmw#序30000
萬事如意	wury#序30000
芝加哥	vjg#序30000
高呼	gchu#序30000
高喊	gchj#序30000
搞好	gchc#序30000
家徒四壁	jtsb#序30000
辣味	law#序30000
周而復始	vefu#序30000
圖窮匕見	tqbx#序30000
躍破	ytpo#序30000
儘可能	jkng#序30000
寂寥	jiln#序30000
樂譜	ytpu#序30000
折返	vefj#序30000
仔仔細細	zzxx#序30000
盤古	pjgu#序30000
肥田	fwtm#序30000
削足適履	xzul#序30000
飛艇	fwtk#序30000
和黃	hehl#序30000
趙體	vcti#序30000
美泰	mwtd#序30000
打碎	dasv#序30000
伎倆	jill#序30000
完璧歸趙	wbgv#序30000
萊卡	ldqx#序30000
園子	yrzi#序30000
一個	yige#序30000
東東	dsds#序30000
顛三倒四	dsds#序30000
騎虎難下	qhnx#序30000
不寒而慄	bhel#序30000
心律	xblv#序30000
遺孤	yigu#序30000
極樂	jile#序30000
新樓	xblz#序30000
羈勒	jile#序30000
外省	wdug#序30000
外傷	wduh#序30000
新藍	xblj#序30000
崑崙山	kluj#序30000
暮年	munm#序30000
比比	bibi#序30000
曠古	klgu#序30000
迎來	ykld#序30000
凡例	fjli#序30000
出納員	inyr#序30000
六月飛霜	lyfu#序30000
樂融融	lrrs#序30000
流言飛語	lyfy#序30000
桫欏	solo#序30000
九霄	jqxn#序30000
藥酒	ycjq#序30000
另一方面	lyfm#序30000
龍躍鳳鳴	lyfm#序30000
就像	jqxl#序30000
會議室	hyui#序30000
鄙薄	bibo#序30000
揪心	jqxb#序30000
蓽菝	biba#序30000
北大倉	bdch#序30000
自覺自願	zjzy#序30000
原封不動	yfbd#序30000
自食其果	zuqg#序30000
得票	dep#序30000
有線電	yxdm#序30000
泥牛入海	nnrh#序30000
組曲	zuqu#序30000
輪姦	lyjm#序30000
明細	mkxi#序30000
詞句	ciju#序30000
此舉	ciju#序30000
平面圖	pmt#序30000
名校	mkxn#序30000
杜撰	duvr#序30000
多事之秋	duvq#序30000
豁口	hokz#序30000
不知肉味	bvrw#序30000
想做	xlzo#序30000
堵住	duvu#序30000
吉林省	jlug#序30000
水體	uvti#序30000
片面性	pmx#序30000
望望	whwh#序30000
拂袖而去	fxeq#序30000
酸甜苦辣	stkl#序30000
偏高	pmg#序30000
偏愛	pma#序30000
分秒	ffmn#序30000
非法所得	ffsd#序30000
獨佔	duvj#序30000
心胸	xbxg#序30000
瀆職	duvi#序30000
馨香	xbxl#序30000
心絃	xbxm#序30000
新縣	xbxm#序30000
蝦兵蟹將	xbxj#序30000
偏見	pmj#序30000
新星	xbxk#序30000
必備	bibw#序30000
武裝部	wvbu#序30000
心細	xbxi#序30000
海豚	hdt#序30000
憾事	hjui#序30000
精確度	jqdu#序30000
候機室	hjui#序30000
黨政軍	dvjy#序30000
寒士	hjui#序30000
汗衫	hjuj#序30000
腳勁	jnjb#序30000
夾槍帶棒	jqdb#序30000
岔路	ialu#序30000
指名	vimk#序30000
漢書	hjuu#序30000
滄浪	chlh#序30000
滴溜	dilq#序30000
交界	jnjp#序30000
減持	jmii#序30000
撥剌	bola#序30000
萌動	mgds#序30000
經合	jkhe#序30000
教具	jnju#序30000
甕中捉鱉	wvvb#序30000
襄樊	xlfj#序30000
航標	hhbn#序30000
降龍伏虎	xlfh#序30000
徒刑	tuxk#序30000
烏髮	wufa#序30000
兵貴神速	bgus#序30000
進口貨	jkho#序30000
主板	vubj#序30000
杯弓蛇影	bguy#序30000
仙桃	xmtc#序30000
舷梯	xmti#序30000
默認	mor#序30000
京滬	jkhu#序30000
模特	mot#序30000
軍體	jyti#序30000
網壇	whtj#序30000
往下	whxx#序30000
跳票	tnpn#序30000
險灘	xmtj#序30000
危害性	whxk#序30000
先進性	xjxk#序30000
塞失馬盲人瞎馬	summ#序30000
妄想	whxl#序30000
少先隊員	uxdy#序30000
諷一勸百	fyqb#序30000
沉陷	ifxm#序30000
理事長	luvh#序30000
故舊不棄	gjbq#序30000
問寒問暖	whwn#序30000
萬事俱備	wujb#序30000
勢不可當	ubkd#序30000
爐渣	luva#序30000
暫用	zjys#序30000
瀘州	luvz#序30000
在劫難逃	zjnt#序30000
果肉	gorz#序30000
排憂解難	pyjn#序30000
添置	tmvi#序30000
蕪湖	wuhu#序30000
操行	ccxk#序30000
天竺	tmvu#序30000
草蓆	ccxi#序30000
沼澤地	vzdi#序30000
呵呵	hehe#序30000
令行禁止	lxjv#序30000
人武部	rwbu#序30000
翯翯	hehe#序30000
硬臥	ykwo#序30000
無本之木	wbvm#序30000
應為	ykww#序30000
被壓迫	pypd#序30000
牽蘿補屋	qlbw#序30000
原創	yril#序30000
牆報	qlbc#序30000
見危授命	jwum#序30000
留住	lqvu#序30000
留駐	lqvu#序30000
招考	vckc#序30000
不食之地	buvd#序30000
不準	buvy#序30000
軍轉	jyvr#序30000
河北省	hbug#序30000
湖北省	hbug#序30000
心房	xbfh#序30000
不周	buvz#序30000
邁克爾	mker#序30000
工農聯盟	gnlm#序30000
衣袖	yixq#序30000
選擇性	xzx#序30000
排長	pdvh#序30000
無足輕重	wzqv#序30000
目中無人	mvwr#序30000
跨上	kxuh#序30000
刊文	kjwf#序30000
模稜	molg#序30000
勘誤	kjwu#序30000
從今	csj#序30000
切切實實	qquu#序30000
病退	bktv#序30000
歐亞	ouya#序30000
信服	xbfu#序30000
放大鏡	fdjk#序30000
手推車	utie#序30000
主治	vuvi#序30000
婚介	hyj#序30000
心肺	xbfw#序30000
外孫女	wsn#序30000
肇事者	vuve#序30000
升高	uggc#序30000
眾矢之的	vuvd#序30000
混雜	hyz#序30000
嗓門	shmf#序30000
升格	ugge#序30000
忙忙碌碌	mmll#序30000
朦朦朧朧	mmll#序30000
玉米麵	ymmm#序30000
外帶	wddd#序30000
外敵	wddi#序30000
見報	jmbc#序30000
地大物博	ddwb#序30000
簡編	jmbm#序30000
外電	wddm#序30000
草綠	cclv#序30000
尖兵	jmbk#序30000
幽香	yzxl#序30000
五角星	wjxk#序30000
油箱	yzxl#序30000
幼小	yzxn#序30000
樂不可支	lbkv#序30000
操勞	cclc#序30000
就職	jqvi#序30000
友協	yzxp#序30000
學貫中西	xgvx#序30000
填表	tmbn#序30000
操練	cclm#序30000
情理之中	qlvv#序30000
削平	xtpk#序30000
獨生女	dunv#序30000
戴維	ddww#序30000
瑞士	rvui#序30000
醫藥費	yyfw#序30000
大班	dabj#序30000
晨星	ifxk#序30000
走街串巷	zjix#序30000
彈詞	tjci#序30000
決定性	jdx#序30000
景德鎮	jdv#序30000
打包	dabc#序30000
罪魁禍首	zkhu#序30000
百分	bdff#序30000
貝多芬	bdff#序30000
打靶	daba#序30000
軍職	jyvi#序30000
嫁禍於人	jhyr#序30000
打敗	dabd#序30000
大敗	dabd#序30000
英飛凌	yflk#序30000
大白	dabd#序30000
籌款	izkr#序30000
寬打窄用	kdvy#序30000
軍種	jyvs#序30000
大步	dabu#序30000
色狼	selh#序30000
從犯	csf#序30000
褒善貶惡	bubw#序30000
柳體	lqti#序30000
金磚	jbvr#序30000
杳無音信	ywyx#序30000
惡衣惡食	eyws#序30000
風俗畫	fshx#序30000
湑湑	xuxu#序30000
不聲不響	bubx#序30000
惡衣惡食	eywu#序30000
將伯之助	jbvv#序30000
四月	siyt#序30000
破壞力	phli#序30000
不變	bubm#序30000
靈寶	lkbc#序30000
並列	bklp#序30000
工礦	gskl#序30000
工科	gske#序30000
換防	hrfh#序30000
贈品	zgp#序30000
下次	xxci#序30000
民團	mbtr#序30000
非暴力	fbli#序30000
鵜鶘	tihu#序30000
醍醐	tihu#序30000
傾耳而聽	qeet#序30000
強壓	qlya#序30000
鵾鵬	kypg#序30000
千慮一得	qlyd#序30000
總方針	zfvf#序30000
冰鞋	bkxp#序30000
瓊樓玉宇	qlyy#序30000
斯大林	sdlb#序30000
準確性	vqxk#序30000
週期性	vqxk#序30000
盲從	mhcs#序30000
管窺	grkv#序30000
正確性	vqxk#序30000
前程似錦	qisj#序30000
容光	rsgl#序30000
發電站	fdvj#序30000
朝乾夕惕	vqxt#序30000
春蘭秋菊	ilqj#序30000
鼠目寸光	umcg#序30000
聲波	ugbo#序30000
讚頌	zjs#序30000
檸檬	nkmg#序30000
群芳	qyfh#序30000
超聲	icug#序30000
童裝	tsvl#序30000
紅茶	hsia#序30000
阿里巴巴	elbb#序30000
長線	ihxm#序30000
暢行	ihxk#序30000
為國捐軀	wgjq#序30000
每次	mwci#序30000
煤層	mwcg#序30000
大姑娘	dgnl#序30000
日復一日	rfyr#序30000
無關緊要	wgjy#序30000
鳥槍換炮	nqhp#序30000
未雨綢繆	wyim#序30000
商販	uhfj#序30000
急中生智	jvuv#序30000
敵視	diui#序30000
清淨	qkjk#序30000
梵高	fjgc#序30000
樂天知命	ltvm#序30000
奇才	qicd#序30000
狗熊	gzxs#序30000
烽火臺	fhtd#序30000
翻蓋	fjgd#序30000
法新社	fxue#序30000
言之鑿鑿	yvzz#序30000
吞食	tyui#序30000
安插	ani#序30000
撰著	vrvu#序30000
轉轉	vrvr#序30000
太原市	tyui#序30000
姦淫	jmyb#序30000
迎風	ykfg#序30000
刺史	ciui#序30000
按時	anu#序30000
堅硬	jmyk#序30000
兼營	jmyk#序30000
剪影	jmyk#序30000
簡約	jmyt#序30000
截留	jplq#序30000
構想	gzxl#序30000
建於	jmyu#序30000
霸主	bavu#序30000
數百	uubd#序30000
轉賬	vrvh#序30000
轉戰	vrvj#序30000
